ordernumber,quantityordered,priceeach,orderlinenumber,sales,orderdate,status,qtr_id,month_id,year_id,productline,msrp,productcode,customername,phone,addressline1,addressline2,city,state,postalcode,country,territory,contactlastname,contactfirstname,dealsize,year_id ,validacion_ventas_total,diferencia_ventas,periodo_id,ratio_discount_priceeach
10208,1.1198673115905147,0.8101579745265006,13,2.7417455365807233,2004-01-02,shipped,1,1970-01-01 00:00:00.000000001,2004,classic cars,2.645155582064417,s12_1108,"saveley & henriot, co.",78.32.5555,"2, rue du commerce",level 3,lyon,ca,69004,france,emea,saveley,mary,large,2004-01-01,1.5044515275338683,-3.2322647999744483,0.02001990351787216,2.313864648267473
10220,-0.3175460848136394,0.8101579745265006,2,1.9698476217441103,2004-02-12,shipped,1,1970-01-01 00:00:00.000000002,2004,classic cars,2.645155582064417,s12_1108,"clover collections, co.",+353 1862 1555,25 maiden lane,floor no. 4,dublin,ca,2,ireland,emea,cassidy,dean,large,2004-01-01,0.23799716274288338,-3.2117596810043363,0.02001990351787216,2.313864648267473
10231,0.7091777697607564,0.8101579745265006,2,2.6199235072771483,2004-03-19,shipped,1,1970-01-01 00:00:00.000000003,2004,classic cars,2.645155582064417,s12_1108,caf imports,+34 913 728 555,"merchants house, 27-30 merchant's quay",level 3,madrid,ca,28023,spain,emea,fernandez,jesus,large,2004-01-01,1.1426074233078727,-3.3999523790382193,0.02001990351787216,2.313864648267473
10247,0.9145225406756355,0.8101579745265006,2,3.829574879824307,2004-05-05,shipped,2,1970-01-01 00:00:00.000000005,2004,classic cars,2.645155582064417,s12_1108,suominen souveniers,+358 9 8045 555,"software engineering center, sec oy",level 3,espoo,ca,fin-02271,finland,emea,suominen,kalle,large,2004-01-01,1.3235294754208704,-5.335547785284853,0.17235464106557946,2.313864648267473
10272,-0.009528928441320661,0.8101579745265006,2,1.229684036017335,2004-07-20,shipped,3,1970-01-01 00:00:00.000000007,2004,classic cars,2.645155582064417,s12_1108,diecast classics inc.,2155551555,7586 pompton st.,level 3,allentown,pa,70267,usa,emea,yu,kyung,medium,2004-01-01,0.5093802409123802,-1.6241976208528284,0.3246893786132867,2.313864648267473
10282,0.6065053843033168,0.8101579745265006,5,1.9100226553164792,2004-08-20,shipped,3,1970-01-01 00:00:00.000000008,2004,classic cars,2.645155582064417,s12_1108,mini gifts distributors ltd.,4155551450,5677 strong st.,level 3,san rafael,ca,97562,usa,emea,nelson,valarie,large,2004-01-01,1.0521463972513736,-2.247436774578004,0.3246893786132867,2.313864648267473
10293,1.1198673115905147,0.8101579745265006,8,2.63783244249348,2004-09-09,shipped,3,1970-01-01 00:00:00.000000009,2004,classic cars,2.645155582064417,s12_1108,amica models & co.,011-4988555,via monte bianco 34,level 3,torino,ca,10100,italy,emea,accorti,paolo,large,2004-01-01,1.5044515275338683,-3.049589773618742,0.3246893786132867,2.313864648267473
10306,-0.42021847027107895,0.8101579745265006,13,1.6382336569803273,2004-10-14,shipped,4,1970-01-01 00:00:00.000000010,2004,classic cars,2.645155582064417,s12_1108,"av stores, co.",(171) 555-1555,fauntleroy circus,level 3,manchester,ca,ec2 5nt,uk,emea,ashworth,victoria,medium,2004-01-01,0.14753613668638446,-2.7242571597912737,0.47702411616099405,2.313864648267473
10314,0.29848822793099805,0.8101579745265006,5,2.4010087667340296,2004-10-22,shipped,4,1970-01-01 00:00:00.000000010,2004,classic cars,2.645155582064417,s12_1108,heintze collectables,86 21 3555,smagsloget 45,level 3,aaarhus,ca,8200,denmark,emea,ibsen,palle,large,2004-01-01,0.7807633190818769,-3.396954889579832,0.47702411616099405,2.313864648267473
10325,0.7091777697607564,-0.9746087723921573,8,-0.470198644431586,2004-11-05,shipped,4,1970-01-01 00:00:00.000000011,2004,classic cars,2.645155582064417,s12_1108,baane mini imports,07-98 9555,erling skakkes gate 78,level 3,stavern,ca,4110,norway,emea,bergulfsen,jonas,small,2004-01-01,-0.2251632906663911,0.588980583072066,0.47702411616099405,5.406488865744195
10336,-0.21487369935619982,-1.3107398430618378,10,-0.9044767478248329,2004-11-20,shipped,4,1970-01-01 00:00:00.000000011,2004,classic cars,2.645155582064417,s12_1108,"la corne d'abondance, co.",(1) 42.34.2555,"265, boulevard charonne",level 3,paris,ca,75012,france,emea,bertrand,marie,small,2004-01-01,-0.9486163004506356,0.588980583072066,0.47702411616099405,6.424392094728436
10348,1.325212082505394,-1.5516833538958568,8,-0.5650758172938513,2004-11-01,shipped,4,1970-01-01 00:00:00.000000011,2004,classic cars,2.645155582064417,s12_1108,"corrida auto replicas, ltd",(91) 555 22 82,"c/ araquil, 67",level 3,madrid,ca,28023,spain,emea,sommer,mart¡n,small,2004-01-01,-0.38321679539230624,0.5889805830720656,0.47702411616099405,7.316245353490834
10359,0.7091777697607564,0.8101579745265006,8,0.657380063816106,2004-12-15,shipped,4,1970-01-01 00:00:00.000000012,2004,classic cars,2.645155582064417,s12_1108,reims collectables,26.47.1555,59 rue de l'abbaye,level 3,reims,ca,51100,france,emea,henriot,paul,medium,2004-01-01,1.1426074233078727,0.050119802986005116,0.47702411616099405,2.313864648267473
10371,-0.3175460848136394,0.8101579745265006,6,0.003665916732145906,2005-01-23,shipped,1,1970-01-01 00:00:00.000000001,2005,classic cars,2.645155582064417,s12_1108,mini gifts distributors ltd.,4155551450,5677 strong st.,level 3,san rafael,ca,97562,usa,emea,nelson,valarie,medium,2005-01-01,0.23799716274288338,0.2447084180170825,1.543367278994945,2.313864648267473
10382,-0.11220131389876024,0.8101579745265006,10,0.1464812582086557,2005-02-17,shipped,1,1970-01-01 00:00:00.000000002,2005,classic cars,2.645155582064417,s12_1108,mini gifts distributors ltd.,4155551450,5677 strong st.,level 3,san rafael,ca,97562,usa,emea,nelson,valarie,medium,2005-01-01,0.41891921485588124,0.18456770595390604,1.543367278994945,2.313864648267473
10395,-0.21487369935619982,-0.720775279497059,1,-0.6912311790118085,2005-03-17,shipped,1,1970-01-01 00:00:00.000000003,2005,classic cars,2.645155582064417,s12_1108,lyon souveniers,+33 1 46 62 7555,27 rue du colonel pierre avia,level 3,paris,ca,75508,france,emea,da cunha,daniel,small,2005-01-01,-0.5933758511267643,0.588980583072066,1.543367278994945,4.770146434164623
10413,0.09314345701611891,0.8101579745265006,2,2.7824071820931224,2005-05-05,shipped,2,1970-01-01 00:00:00.000000005,2005,classic cars,2.645155582064417,s12_1108,gift depot inc.,2035552570,25593 south bay ln.,level 3,bridgewater,ct,97562,usa,emea,king,julie,large,2005-01-01,0.5998412669688791,-4.258360809219957,1.6957020165426524,2.313864648267473
10103,-0.8309080121008373,0.8101579745265006,8,-0.08629145767469285,2003-01-29,shipped,1,1970-01-01 00:00:00.000000001,2003,trucks and buses,0.8781421779632532,s12_1666,baane mini imports,07-98 9555,erling skakkes gate 78,level 3,stavern,ca,4110,norway,emea,bergulfsen,jonas,medium,2003-01-01,-0.21430796753961123,-0.07445738628771803,-1.503327471959201,0.428077685812532
10113,-1.4469423248454747,0.8101579745265006,2,-0.07518118434157728,2003-03-26,shipped,1,1970-01-01 00:00:00.000000003,2003,trucks and buses,0.8781421779632532,s12_1666,mini gifts distributors ltd.,4155551450,5677 strong st.,level 3,san rafael,ca,97562,usa,emea,nelson,valarie,medium,2003-01-01,-0.7570741238786047,-0.666757484807059,-1.503327471959201,0.428077685812532
10126,-1.4469423248454747,0.8101579745265006,8,-0.6051021245951195,2003-05-28,shipped,2,1970-01-01 00:00:00.000000005,2003,trucks and buses,0.8781421779632532,s12_1666,"corrida auto replicas, ltd",(91) 555 22 82,"c/ araquil, 67",level 3,madrid,ca,28023,spain,emea,sommer,mart¡n,small,2003-01-01,-0.7570741238786047,0.2648221450515446,-1.3509927344114936,0.428077685812532
10140,0.29848822793099805,0.8101579745265006,8,0.6928503988170402,2003-07-24,shipped,3,1970-01-01 00:00:00.000000007,2003,trucks and buses,0.8781421779632532,s12_1666,technics stores inc.,6505556809,9408 furth circle,level 3,burlingame,ca,94217,usa,emea,hirano,juri,medium,2003-01-01,0.7807633190818769,-0.3940814055415714,-1.1986579968637863,0.428077685812532
10150,-0.5228908557285186,0.8101579745265006,5,0.29660570423373545,2003-09-19,shipped,3,1970-01-01 00:00:00.000000009,2003,trucks and buses,0.8781421779632532,s12_1666,"dragon souveniers, ltd.",+65 221 7555,"bronz sok., bronz apt. 3/6 tesvikiye",level 3,singapore,ca,79903,singapore,japan,natividad,eric,medium,2003-01-01,0.057075110629885545,-0.46119080328825895,-1.1986579968637863,0.428077685812532
10164,1.4278844679628335,0.8101579745265006,6,1.634052371317327,2003-10-21,resolved,4,1970-01-01 00:00:00.000000010,2003,trucks and buses,0.8781421779632532,s12_1666,mini auto werke,7675-3555,kirchgasse 6,level 3,graz,ca,8010,austria,emea,mendel,roland,medium,2003-01-01,1.7758346057033652,-0.9986005693689866,-1.046323259316079,0.428077685812532
10174,0.8118501552181959,0.8101579745265006,1,1.7720673796430673,2003-11-06,shipped,4,1970-01-01 00:00:00.000000011,2003,trucks and buses,0.8781421779632532,s12_1666,"australian gift network, co",61-7-3844-6555,31 duncan st. west end,level 3,south brisbane,queensland,4101,australia,apac,calaghan,tony,medium,2003-01-01,1.2330684493643715,-1.8139940712083964,-1.046323259316079,0.428077685812532
10183,0.6065053843033168,0.8101579745265006,5,1.4173205877047614,2003-11-13,shipped,4,1970-01-01 00:00:00.000000011,2003,trucks and buses,0.8781421779632532,s12_1666,"classic gift ideas, inc",2155554695,782 first street,level 3,philadelphia,pa,71270,usa,emea,cervantes,francisca,medium,2003-01-01,1.0521463972513736,-1.3812864209862268,-1.046323259316079,0.428077685812532
10194,0.29848822793099805,0.8101579745265006,8,0.7493900693665999,2003-11-25,shipped,4,1970-01-01 00:00:00.000000011,2003,trucks and buses,0.8781421779632532,s12_1666,"saveley & henriot, co.",78.32.5555,"2, rue du commerce",level 3,lyon,ca,69004,france,emea,saveley,mary,medium,2003-01-01,0.7807633190818769,-0.49347586490693535,-1.046323259316079,0.428077685812532
10206,-0.7282356266433977,0.8101579745265006,3,0.2728538295714443,2003-12-05,shipped,4,1970-01-01 00:00:00.000000012,2003,trucks and buses,0.8781421779632532,s12_1666,canadian gift exchange network,(604) 555-3392,1900 oak st.,level 3,vancouver,bc,v3f 2k1,canada,emea,tannamuri,yoshi,medium,2003-01-01,-0.1238469414831123,-0.6103588614944803,-1.046323259316079,0.428077685812532
10216,0.8118501552181959,0.8101579745265006,1,1.1976564738869757,2004-02-02,shipped,1,1970-01-01 00:00:00.000000002,2004,trucks and buses,0.8781421779632532,s12_1666,auto assoc. & cie.,30.59.8555,"67, avenue de l'europe",level 3,versailles,ca,78000,france,emea,tonini,daniel,medium,2004-01-01,1.2330684493643715,-0.8042028772333472,0.02001990351787216,0.428077685812532
10229,-1.0362527830157164,0.8101579745265006,13,-0.055871246916084194,2004-03-11,shipped,1,1970-01-01 00:00:00.000000003,2004,trucks and buses,0.8781421779632532,s12_1666,mini gifts distributors ltd.,4155551450,5677 strong st.,level 3,san rafael,ca,97562,usa,emea,nelson,valarie,medium,2004-01-01,-0.39523001965260907,-0.31885778473874093,0.02001990351787216,0.428077685812532
10245,0.29848822793099805,0.8101579745265006,6,1.2850724954492894,2004-05-04,shipped,2,1970-01-01 00:00:00.000000005,2004,trucks and buses,0.8781421779632532,s12_1666,super scale inc.,2035559545,567 north pendale street,level 3,new haven,ct,97823,usa,emea,murphy,leslie,medium,2004-01-01,0.7807633190818769,-1.4351839543685594,0.17235464106557946,0.428077685812532
10258,0.6065053843033168,0.8101579745265006,3,1.691167647425689,2004-06-15,shipped,2,1970-01-01 00:00:00.000000006,2004,trucks and buses,0.8781421779632532,s12_1666,"tokyo collectables, ltd",+81 3 3584 0555,2-2-8 roppongi,level 3,minato-ku,tokyo,106-0032,japan,japan,shimamura,akiko,medium,2004-01-01,1.0521463972513736,-1.8626985018347968,0.17235464106557946,0.428077685812532
10270,-0.7282356266433977,0.8101579745265006,6,0.29368423451075554,2004-07-19,shipped,3,1970-01-01 00:00:00.000000007,2004,trucks and buses,0.8781421779632532,s12_1666,souveniers and things co.,+61 2 9495 8555,"monitor money building, 815 pacific hwy",level 6,chatswood,nsw,2067,australia,apac,huxley,adrian,medium,2004-01-01,-0.1238469414831123,-0.646977872839614,0.3246893786132867,0.428077685812532
10281,-1.0362527830157164,0.8101579745265006,13,-0.334171104356051,2004-08-19,shipped,3,1970-01-01 00:00:00.000000008,2004,trucks and buses,0.8781421779632532,s12_1666,diecast classics inc.,2155551555,7586 pompton st.,level 3,allentown,pa,70267,usa,emea,yu,kyung,small,2004-01-01,-0.39523001965260907,0.1703821348228138,0.3246893786132867,0.428077685812532
10291,0.6065053843033168,0.8101579745265006,8,1.5388819654345394,2004-09-08,shipped,3,1970-01-01 00:00:00.000000009,2004,trucks and buses,0.8781421779632532,s12_1666,scandinavian gift ideas,0695-34 6555,?kergatan 24,level 3,boras,ca,s-844 67,sweden,emea,larsson,maria,medium,2004-01-01,1.0521463972513736,-1.5949864178507145,0.3246893786132867,0.428077685812532
10304,0.40116061338843767,0.8101579745265006,3,1.5433347631535788,2004-10-11,shipped,4,1970-01-01 00:00:00.000000010,2004,trucks and buses,0.8781421779632532,s12_1666,auto assoc. & cie.,30.59.8555,"67, avenue de l'europe",level 3,versailles,ca,78000,france,emea,tonini,daniel,medium,2004-01-01,0.8712243451383759,-1.7937371520023546,0.47702411616099405,0.428077685812532
10313,-1.4469423248454747,0.8101579745265006,11,-0.48046180014985995,2004-10-22,shipped,4,1970-01-01 00:00:00.000000010,2004,trucks and buses,0.8781421779632532,s12_1666,canadian gift exchange network,(604) 555-3392,1900 oak st.,level 3,vancouver,bc,v3f 2k1,canada,emea,tannamuri,yoshi,small,2004-01-01,-0.7570741238786047,0.04570948410137184,0.47702411616099405,0.428077685812532
10322,-0.8309080121008373,0.8101579745265006,9,0.6680504876184387,2004-11-04,shipped,4,1970-01-01 00:00:00.000000011,2004,trucks and buses,0.8781421779632532,s12_1666,online diecast creations co.,6035558647,2304 long airport avenue,level 3,nashua,nh,62005,usa,emea,young,valarie,medium,2004-01-01,-0.21430796753961123,-1.4005600872807595,0.47702411616099405,0.428077685812532
10333,-0.21487369935619982,0.770992259802452,6,-0.15202452644173292,2004-11-18,shipped,4,1970-01-01 00:00:00.000000011,2004,trucks and buses,0.8781421779632532,s12_1666,mini wheels co.,6505555787,5557 north pendale street,level 3,san francisco,ca,28034,usa,emea,murphy,julie,medium,2004-01-01,0.3048749993064529,0.588980583072066,0.47702411616099405,0.4568413910907313
10347,-0.6255632411859581,0.8101579745265006,3,0.017670508582637093,2004-11-29,shipped,4,1970-01-01 00:00:00.000000011,2004,trucks and buses,0.8781421779632532,s12_1666,"australian collectors, co.",03 9520 4555,636 st kilda road,level 3,melbourne,victoria,3004,australia,apac,ferguson,peter,medium,2004-01-01,-0.033385915426613386,-0.06629543250771534,0.47702411616099405,0.428077685812532
10357,1.4278844679628335,0.8101579745265006,8,1.3067717389679256,2004-12-10,shipped,4,1970-01-01 00:00:00.000000012,2004,trucks and buses,0.8781421779632532,s12_1666,mini gifts distributors ltd.,4155551450,5677 strong st.,level 3,san rafael,ca,97562,usa,emea,nelson,valarie,medium,2004-01-01,1.7758346057033652,-0.42325442396459745,0.47702411616099405,0.428077685812532
10370,1.4278844679628335,0.8101579745265006,8,2.669642794979008,2005-01-20,shipped,1,1970-01-01 00:00:00.000000001,2005,trucks and buses,0.8781421779632532,s12_1666,"anna's decorations, ltd",02 9936 8555,201 miller street,level 15,north sydney,nsw,2060,australia,apac,o'hara,anna,large,2005-01-01,1.7758346057033652,-2.819126746534741,1.543367278994945,0.428077685812532
10381,-1.5496147103029143,0.8101579745265006,1,-0.3268402788429982,2005-02-17,shipped,1,1970-01-01 00:00:00.000000002,2005,trucks and buses,0.8781421779632532,s12_1666,corporate gift ideas co.,6505551386,7734 strong st.,level 3,san francisco,ca,28034,usa,emea,brown,julie,small,2005-01-01,-0.8475351499351037,-0.3198123992159342,1.543367278994945,0.428077685812532
10391,0.40116061338843767,-1.0142702556570162,9,-0.5914016262473919,2005-03-09,shipped,1,1970-01-01 00:00:00.000000003,2005,trucks and buses,0.8781421779632532,s12_1666,"anna's decorations, ltd",02 9936 8555,201 miller street,level 15,north sydney,nsw,2060,australia,apac,o'hara,anna,small,2005-01-01,-0.42707230082449654,0.588980583072066,1.543367278994945,2.531390796370227
10411,0.5038329988458772,0.8101579745265006,6,1.4542788087727894,2005-05-01,shipped,2,1970-01-01 00:00:00.000000005,2005,trucks and buses,0.8781421779632532,s12_1666,quebec home shopping network,(514) 555-8054,43 rue st. laurent,level 3,montreal,quebec,h1j 1c3,canada,emea,fresnisre,jean,medium,2005-01-01,0.9616853711948747,-1.5417189300233294,1.6957020165426524,0.428077685812532
10424,1.4278844679628335,0.8101579745265006,3,2.3977071801325955,2005-05-31,in process,2,1970-01-01 00:00:00.000000005,2005,trucks and buses,0.8781421779632532,s12_1666,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",level 3,madrid,ca,28034,spain,emea,freyre,diego,large,2005-01-01,1.7758346057033652,-2.3410749086458917,1.6957020165426524,0.428077685812532
10107,-1.4469423248454747,0.8101579745265006,1,-0.2809004389612008,2003-02-24,shipped,1,1970-01-01 00:00:00.000000002,2003,motorcycles,1.226567356236722,s12_2823,land of toys inc.,2125557818,897 long airport avenue,level 3,nyc,ny,10022,usa,emea,yu,kwai,medium,2003-01-01,-0.7570741238786047,-0.30511133626715764,-1.503327471959201,0.7999230023529428
10121,1.530556853420273,0.8101579745265006,4,2.5685642867568124,2003-05-07,shipped,2,1970-01-01 00:00:00.000000005,2003,motorcycles,1.226567356236722,s12_2823,reims collectables,26.47.1555,59 rue de l'abbaye,level 3,reims,ca,51100,france,emea,henriot,paul,large,2003-01-01,1.866295631759864,-2.5459733600306573,-1.3509927344114936,0.7999230023529428
10134,-1.5496147103029143,0.8101579745265006,1,-0.45760048503137685,2003-07-01,shipped,3,1970-01-01 00:00:00.000000007,2003,motorcycles,1.226567356236722,s12_2823,lyon souveniers,+33 1 46 62 7555,27 rue du colonel pierre avia,level 3,paris,ca,75508,france,emea,da cunha,daniel,small,2003-01-01,-0.8475351499351037,-0.08994123310779281,-1.1986579968637863,0.7999230023529428
10145,1.4278844679628335,0.8101579745265006,5,2.598865032210764,2003-08-25,shipped,3,1970-01-01 00:00:00.000000008,2003,motorcycles,1.226567356236722,s12_2823,toys4grownups.com,6265557265,78934 hillside dr.,level 3,pasadena,ca,90003,usa,emea,young,julie,large,2003-01-01,1.7758346057033652,-2.694702295577369,-1.1986579968637863,0.7999230023529428
10159,0.29848822793099805,0.8101579745265006,13,1.4579930936994028,2003-10-10,shipped,4,1970-01-01 00:00:00.000000010,2003,motorcycles,1.226567356236722,s12_2823,corporate gift ideas co.,6505551386,7734 strong st.,level 3,san francisco,ca,28034,usa,emea,brown,julie,medium,2003-01-01,0.7807633190818769,-1.7391713884859872,-1.046323259316079,0.7999230023529428
10169,-0.009528928441320661,0.8101579745265006,13,0.5893771542605803,2003-11-04,shipped,4,1970-01-01 00:00:00.000000011,2003,motorcycles,1.226567356236722,s12_2823,"anna's decorations, ltd",02 9936 8555,201 miller street,level 15,north sydney,nsw,2060,australia,apac,o'hara,anna,medium,2003-01-01,0.5093802409123802,-0.4985639600703754,-1.046323259316079,0.7999230023529428
10180,0.5038329988458772,0.8101579745265006,8,1.734262040960198,2003-11-11,shipped,4,1970-01-01 00:00:00.000000011,2003,motorcycles,1.226567356236722,s12_2823,daedalus designs imports,20.16.1555,"184, chausse de tournai",level 3,lille,ca,59000,france,emea,rance,martine,medium,2003-01-01,0.9616853711948747,-2.0339181544641836,-1.046323259316079,0.7999230023529428
10189,-0.7282356266433977,0.8101579745265006,1,0.5205379875724541,2003-11-18,shipped,4,1970-01-01 00:00:00.000000011,2003,motorcycles,1.226567356236722,s12_2823,toys4grownups.com,6265557265,78934 hillside dr.,level 3,pasadena,ca,90003,usa,emea,young,julie,medium,2003-01-01,-0.1238469414831123,-1.0457776168318775,-1.046323259316079,0.7999230023529428
10201,-1.0362527830157164,0.8101579745265006,1,0.2579966898649906,2003-12-01,shipped,4,1970-01-01 00:00:00.000000012,2003,motorcycles,1.226567356236722,s12_2823,mini wheels co.,6505555787,5557 north pendale street,level 3,san francisco,ca,28034,usa,emea,murphy,julie,medium,2003-01-01,-0.39523001965260907,-0.8706249525564553,-1.046323259316079,0.7999230023529428
10211,0.09314345701611891,0.8101579745265006,13,0.6613550003165172,2004-01-15,shipped,1,1970-01-01 00:00:00.000000001,2004,motorcycles,1.226567356236722,s12_2823,auto canal petit,(1) 47.55.6555,"25, rue lauriston",level 3,paris,ca,75016,france,emea,perrier,dominique,medium,2004-01-01,0.5998412669688791,-0.5296366613030168,0.02001990351787216,0.7999230023529428
10224,0.8118501552181959,0.8101579745265006,6,1.3760507551868348,2004-02-21,shipped,1,1970-01-01 00:00:00.000000002,2004,motorcycles,1.226567356236722,s12_2823,daedalus designs imports,20.16.1555,"184, chausse de tournai",level 3,lille,ca,59000,france,emea,rance,martine,medium,2004-01-01,1.2330684493643715,-1.1178128252808823,0.02001990351787216,0.7999230023529428
10237,-0.3175460848136394,0.8101579745265006,6,0.3472046909971616,2004-04-05,shipped,2,1970-01-01 00:00:00.000000004,2004,motorcycles,1.226567356236722,s12_2823,vitachrome inc.,2125551500,2678 kingston rd.,suite 101,nyc,ny,10022,usa,emea,frick,michael,medium,2004-01-01,0.23799716274288338,-0.35921888483447245,0.17235464106557946,0.7999230023529428
10251,1.1198673115905147,0.8101579745265006,1,2.17122268346711,2004-05-18,shipped,2,1970-01-01 00:00:00.000000005,2004,motorcycles,1.226567356236722,s12_2823,tekni collectables inc.,2015559350,7476 moss rd.,level 3,newark,nj,94019,usa,emea,brown,william,large,2004-01-01,1.5044515275338683,-2.229308645656103,0.17235464106557946,0.7999230023529428
10263,1.325212082505394,0.8101579745265006,1,1.5641868890573731,2004-06-28,shipped,2,1970-01-01 00:00:00.000000006,2004,motorcycles,1.226567356236722,s12_2823,gift depot inc.,2035552570,25593 south bay ln.,level 3,bridgewater,ct,97562,usa,emea,king,julie,medium,2004-01-01,1.685373579646866,-0.9712413184526264,0.17235464106557946,0.7999230023529428
10276,0.8118501552181959,0.8101579745265006,14,0.8838319790348671,2004-08-02,shipped,3,1970-01-01 00:00:00.000000008,2004,motorcycles,1.226567356236722,s12_2823,online mini collectables,6175557555,7635 spinnaker dr.,level 3,brickhaven,ma,58339,usa,emea,barajas,miguel,medium,2004-01-01,1.2330684493643715,-0.25251207857380814,0.3246893786132867,0.7999230023529428
10285,1.4278844679628335,0.8101579745265006,5,1.797426605677109,2004-08-27,shipped,3,1970-01-01 00:00:00.000000008,2004,motorcycles,1.226567356236722,s12_2823,marta's replicas co.,6175558555,39323 spinnaker dr.,level 3,cambridge,ma,51247,usa,emea,hernandez,marta,medium,2004-01-01,1.7758346057033652,-1.2858058809773556,0.3246893786132867,0.7999230023529428
10299,-1.138925168473156,0.8101579745265006,8,0.3275254971754556,2004-09-30,shipped,3,1970-01-01 00:00:00.000000009,2004,motorcycles,1.226567356236722,s12_2823,"toys of finland, co.",90-224 8555,keskuskatu 45,level 3,helsinki,ca,21240,finland,emea,karttunen,matti,medium,2004-01-01,-0.485691045709108,-1.0883152379356102,0.3246893786132867,0.7999230023529428
10309,-0.9335803975582768,0.8101579745265006,4,0.6007752303730971,2004-10-15,shipped,4,1970-01-01 00:00:00.000000010,2004,motorcycles,1.226567356236722,s12_2823,baane mini imports,07-98 9555,erling skakkes gate 78,level 3,stavern,ca,4110,norway,emea,bergulfsen,jonas,medium,2004-01-01,-0.30476899359611015,-1.377754347420612,0.47702411616099405,0.7999230023529428
10319,-0.5228908557285186,0.8101579745265006,9,0.30295908634504776,2004-11-03,shipped,4,1970-01-01 00:00:00.000000011,2004,motorcycles,1.226567356236722,s12_2823,microscale inc.,2125551957,5290 north pendale street,suite 200,nyc,ny,10022,usa,emea,kuo,kee,medium,2004-01-01,0.057075110629885545,-0.47235979267142014,0.47702411616099405,0.7999230023529428
10329,-1.138925168473156,0.8101579745265006,6,-0.006108517285257806,2004-11-15,shipped,4,1970-01-01 00:00:00.000000011,2004,motorcycles,1.226567356236722,s12_2823,land of toys inc.,2125557818,897 long airport avenue,level 3,nyc,ny,10022,usa,emea,yu,kwai,medium,2004-01-01,-0.485691045709108,-0.5018001031480606,0.47702411616099405,0.7999230023529428
10341,2.043918780707471,0.8101579745265006,8,2.4787209474135103,2004-11-24,shipped,4,1970-01-01 00:00:00.000000011,2004,motorcycles,1.226567356236722,s12_2823,salzburg collectables,6562-9555,geislweg 14,level 3,salzburg,ca,5020,austria,emea,pipps,georg,large,2004-01-01,2.3186007620423585,-1.910725156182391,0.47702411616099405,0.7999230023529428
10362,-1.344269939388035,0.8101579745265006,1,0.17548960627586163,2005-01-05,shipped,1,1970-01-01 00:00:00.000000001,2005,motorcycles,1.226567356236722,s12_2823,technics stores inc.,6505556809,9408 furth circle,level 3,burlingame,ca,94217,usa,emea,hirano,juri,medium,2005-01-01,-0.6666130978221059,-1.011965172049692,1.543367278994945,0.7999230023529428
10375,1.4278844679628335,-0.23492210950253561,13,0.17007022563732335,2005-02-03,shipped,1,1970-01-01 00:00:00.000000002,2005,motorcycles,1.226567356236722,s12_2823,la rochelle gifts,40.67.8555,"67, rue des cinquante otages",level 3,nantes,ca,44000,france,emea,labrune,janine,medium,2005-01-01,0.8414445753605764,0.588980583072066,1.543367278994945,1.8640882428322525
10388,0.9145225406756355,0.8101579745265006,6,1.30192796388819,2005-03-03,shipped,1,1970-01-01 00:00:00.000000003,2005,motorcycles,1.226567356236722,s12_2823,fungiftideas.com,5085552555,1785 first street,level 3,new bedford,ma,50553,usa,emea,benitez,violeta,medium,2005-01-01,1.3235294754208704,-0.8920465014246721,1.543367278994945,0.7999230023529428
10403,3.1733150207393064,0.8101579745265006,6,2.7665725989849284,2005-04-08,shipped,2,1970-01-01 00:00:00.000000004,2005,motorcycles,1.226567356236722,s12_2823,"uk collectables, ltd.",(171) 555-2282,berkeley gardens 12  brewery,level 3,liverpool,ca,wx1 6lt,uk,emea,devon,elizabeth,large,2005-01-01,3.3136720486638467,-1.3666808194851696,1.6957020165426524,0.7999230023529428
10417,-1.4469423248454747,0.8101579745265006,1,-0.05761978455697519,2005-05-13,disputed,2,1970-01-01 00:00:00.000000005,2005,motorcycles,1.226567356236722,s12_2823,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",level 3,madrid,ca,28034,spain,emea,freyre,diego,medium,2005-01-01,-0.7570741238786047,-0.6976297169994897,1.6957020165426524,0.7999230023529428
10104,-0.11220131389876024,0.8101579745265006,1,1.3057617141194606,2003-01-31,shipped,1,1970-01-01 00:00:00.000000001,2003,classic cars,1.2514548689705414,s12_3148,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",level 3,madrid,ca,28034,spain,emea,freyre,diego,medium,2003-01-01,0.41891921485588124,-1.8534005568269345,-1.503327471959201,0.8264833821058293
10117,0.8118501552181959,0.8101579745265006,10,1.2803156042274866,2003-04-16,shipped,2,1970-01-01 00:00:00.000000004,2003,classic cars,1.2514548689705414,s12_3148,"dragon souveniers, ltd.",+65 221 7555,"bronz sok., bronz apt. 3/6 tesvikiye",level 3,singapore,ca,79903,singapore,japan,natividad,eric,medium,2003-01-01,1.2330684493643715,-0.9495142929517081,-1.3509927344114936,0.8264833821058293
